@relation temporalexpression

@attribute phrase string
@attribute hasDay {0,1}
@attribute hasMonth {0,1}
@attribute hasNumString {0,1}
@attribute hasRefExpr1 {0,1}
@attribute hasRefExpr2 {0,1}
@attribute hasTimeRef {0,1}
@attribute hasDatePattern {0,1}
@attribute hasTimePattern {0,1}
@attribute hasTemporalModifier {0,1}
@attribute hasMeasurementUnit {0,1}
@attribute class {NONE,DURATION,DATE,TIME,RDT,RT}

@data
'A pelvic and abdominal computerized tomography', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'no evidence', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a focal collection or abscess', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her prolonged intubation and inability', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'wean', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'February XX , XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'she', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a tracheostomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The blood cultures', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'February XX , XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'Staphylococcus', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'she', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'septicemia', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Her respirations', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'she', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX:XX a.m.', 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, TIME
'April X , XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'It', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/X/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'she', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a decreased range', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'motion', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'both her knees', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'flexion', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'approximately XX degrees', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'maximum physical therapy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the Fairm', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Ijordcompmac Hospital', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a blood pressure', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a heart rate', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'His blood pressure', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX systolic', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X-X-X', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'the computerized tomography', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'table', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the scan', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the operating room', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX:XX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, TIME
'This', 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, NONE
'ten minutes', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'aortic clamping', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the rupture', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the left renal vein', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'one centimeter', 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, NONE
'its junction', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the inferior vena cava', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Continuous venovenous hemodialysis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'July X', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'most', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the remainder', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the patient & apos', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'course', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'July XX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'abdominal irrigation and debridement', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the RICU', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the next three days', 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, DURATION
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'stage D prostate', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'cancer', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'fluid hydration', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the XXth', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'March', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'prostate cancer', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'August', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'the past one month', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the patient & apos', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'wife', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a marked decrease', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'p.o. intake', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'a weight loss', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'approximately ten pounds', 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, NONE
'the preceding two weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a XX year old Hispanic male', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'insulin dependent diabetes mellitus', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'status', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a right above-knee amputation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'five years', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'who', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'four months', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a small ulceration', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the left great toe', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'which', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a doctor', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Arizona', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'dressing changes', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'debridement', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'approximately six weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'antibiotics', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Ciprofloxacin . insulin dependent diabetes mellitus', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'fifteen years', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'above-knee amputation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'five years', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'status post motor vehicle accident', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a left great toe buttontoe amputation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'regional ankle block', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'chronic ulcer and osteomyelitis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the left great toe', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'fever', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a sudden onset', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'ventricular fibrillation arrest', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'rapid atrial fibrillation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'sinus rhythm', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an electrocardiogram', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'ST elevation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'inferior leads', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'no prior cardiac history', 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, NONE
'May XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'chest pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'which', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his left arm', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'the patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'substernal chest pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'shortness', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'breath', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'This operation', 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, NONE
'two months', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'increased rest pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'PO Keflex', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'she', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the next ten days', 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, DURATION
'discharge', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'today', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, RDT
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'PFTs', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'cardiac catheterization', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'a left ventricular', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'diastolic pressure', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX millimeters', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'mercury', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'multiple myeloma', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an autologous bone marrow transplant', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'Petersly Hospital', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Medical Center', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'About two weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'mid', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'burning', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'nature', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX-XXX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'radiation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the right lower ribs', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'twice daily', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, RT
'Betadine changes', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'January X', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'a chest tube', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a loculated pleural effusion', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an approximately XX pound weight loss', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'six weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'abdominal', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'approximately two times', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'a week', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'therapeutic', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'she', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Thursday', 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, RDT
'Friday', 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, RDT
'Saturday', 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, RDT
'Sunday', 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, RDT
'it', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX min', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'consuming', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'time', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a meal', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the neck suture lines Steri-Strips', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX days', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her usual state', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'health', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'about three weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'she', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'increased weakness', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a Wood Emergency Department', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'six days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'discharge', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the XXth', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'April', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'who', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the medicine service', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'a past history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'aortic stenosis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'chest pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'who', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'evaluation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'aortic valve replace-ment', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'exertional angina and chest pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'light-headedness', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'nine years', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'which', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'frequency', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the past year', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'light-headedness and chest pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a dull pressure', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her neck', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her substernal area', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'only minimal exertion', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'& quot', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the room & quot', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'she', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'atrial fibrillation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'which', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'spontaneously a few days', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, NONE
'No ethanol use', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'remote pipe smoking use', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'which', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX years', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'no illicit drug use', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two units', 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, NONE
'packed red blood cells', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the hematocrit', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the following day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'gynecologic care', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX years', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'April XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'an increase', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'abdominal GERD and urinary symptoms', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'initial consultation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr. Lentny Farstnappsshee', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'Gobrew Street', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Denlandcobridclevena', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'West Virginia XXXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Tonsillectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'removal', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a renal calculus', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'cholecystectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'that day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'clearance', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the Cardiology Service', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr. Shuff', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'her', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'potassium levels', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two times', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'she', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two doses', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'Mrs. Dua', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'a XX year old white female', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'an unclear history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'hypertension', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'at least five years', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'this admission', 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, NONE
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her usual state', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'health', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'around XX:XX', 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, TIME
'October XX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'the phone', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'difficulty', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'talking', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Ms. Shuffa', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'an EGD and flexible bronchoscopy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'she', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'deep venous thrombosis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'which', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'she', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X months', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'Coumadin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'chronic anemia', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'a bone marrow biopsy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'myelodysplastic syndrome', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a non ST elevation MI', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the RWH', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a cath', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'which', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a XX % RCA', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'which', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'hazy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Yesterday morning', 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, RDT
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'intermittent substernal chest pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'radiation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the left shoulder', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'q day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RT
'that', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'any activity', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'any motion', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his shoulders', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'physical exam', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'today', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, RDT
'any swelling', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the swelling', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
